"date","institut","land","party","poll_share"
2017-12-08,"Civey","be","fdp",8.4
2017-12-08,"Civey","be","gru",15.3
2017-12-08,"Civey","be","lin",18.8
2017-12-08,"Civey","be","pir",NA
2017-12-08,"Civey","be","afd",10.4
2017-12-08,"Civey","be","fw",NA
2018-04-05,"Civey","be","cdu",20.9
2018-04-05,"Civey","be","spd",19.3
2018-04-05,"Civey","be","fdp",6.9
2018-04-05,"Civey","be","gru",16.4
2018-04-05,"Civey","be","lin",18
2018-04-05,"Civey","be","pir",NA
2018-04-05,"Civey","be","afd",11.5
2018-04-05,"Civey","be","fw",NA
2018-05-15,"Civey","be","cdu",20
2018-05-15,"Civey","be","spd",17.3
2018-05-15,"Civey","be","fdp",7.7
2018-05-15,"Civey","be","gru",17.6
2018-05-15,"Civey","be","lin",18.7
2018-05-15,"Civey","be","pir",NA
2018-05-15,"Civey","be","afd",11.7
2018-05-15,"Civey","be","fw",NA
2018-09-14,"Civey","be","cdu",18.9
2018-09-14,"Civey","be","spd",17.4
2018-09-14,"Civey","be","fdp",6.6
2018-09-14,"Civey","be","gru",17.9
2018-09-14,"Civey","be","lin",19.1
2018-09-14,"Civey","be","pir",NA
2018-09-14,"Civey","be","afd",12.4
2018-09-14,"Civey","be","fw",NA
2018-12-10,"Civey","be","cdu",17.6
2018-12-10,"Civey","be","spd",14.8
2018-12-10,"Civey","be","fdp",6.5
2018-12-10,"Civey","be","gru",24
2018-12-10,"Civey","be","lin",18.3
2018-12-10,"Civey","be","pir",NA
2018-12-10,"Civey","be","afd",12.1
2018-12-10,"Civey","be","fw",NA
2021-03-25,"InstitutWahlkreisprognose","be","cdu",16
2021-03-25,"InstitutWahlkreisprognose","be","spd",21
2021-03-25,"InstitutWahlkreisprognose","be","fdp",8.5
2021-03-25,"InstitutWahlkreisprognose","be","gru",20
2021-03-25,"InstitutWahlkreisprognose","be","lin",15
2021-03-25,"InstitutWahlkreisprognose","be","pir",NA
2021-03-25,"InstitutWahlkreisprognose","be","afd",10
2021-03-25,"InstitutWahlkreisprognose","be","fw",NA
2021-05-11,"InstitutWahlkreisprognose","be","cdu",15.7
2021-05-11,"InstitutWahlkreisprognose","be","spd",18.5
2021-05-11,"InstitutWahlkreisprognose","be","fdp",9.7
2021-05-11,"InstitutWahlkreisprognose","be","gru",23.7
2021-05-11,"InstitutWahlkreisprognose","be","lin",13.5
2021-05-11,"InstitutWahlkreisprognose","be","pir",NA
2021-05-11,"InstitutWahlkreisprognose","be","afd",10.7
2021-05-11,"InstitutWahlkreisprognose","be","fw",NA
2021-07-07,"InstitutWahlkreisprognose","be","cdu",19.3
2021-07-07,"InstitutWahlkreisprognose","be","spd",20
2021-07-07,"InstitutWahlkreisprognose","be","fdp",10.3
2021-07-07,"InstitutWahlkreisprognose","be","gru",18.1
2021-07-07,"InstitutWahlkreisprognose","be","lin",13.7
2021-07-07,"InstitutWahlkreisprognose","be","pir",NA
2021-07-07,"InstitutWahlkreisprognose","be","afd",10
2021-07-07,"InstitutWahlkreisprognose","be","fw",1.9
2021-07-31,"InstitutWahlkreisprognose","be","cdu",18
2021-07-31,"InstitutWahlkreisprognose","be","spd",24
2021-07-31,"InstitutWahlkreisprognose","be","fdp",9
2021-07-31,"InstitutWahlkreisprognose","be","gru",15.5
2021-07-31,"InstitutWahlkreisprognose","be","lin",15
2021-07-31,"InstitutWahlkreisprognose","be","pir",NA
2021-07-31,"InstitutWahlkreisprognose","be","afd",9
2021-07-31,"InstitutWahlkreisprognose","be","fw",NA
2021-08-08,"Civey ","be","cdu",17.3
2021-08-08,"Civey ","be","spd",22
2021-08-08,"Civey ","be","fdp",8.2
2021-08-08,"Civey ","be","gru",18.3
2021-08-08,"Civey ","be","lin",14.8
2021-08-08,"Civey ","be","pir",NA
2021-08-08,"Civey ","be","afd",10.5
2021-08-08,"Civey ","be","fw",NA
2021-08-25,"InstitutWahlkreisprognose","be","cdu",15
2021-08-25,"InstitutWahlkreisprognose","be","spd",24.5
2021-08-25,"InstitutWahlkreisprognose","be","fdp",9.5
2021-08-25,"InstitutWahlkreisprognose","be","gru",15.5
2021-08-25,"InstitutWahlkreisprognose","be","lin",15
2021-08-25,"InstitutWahlkreisprognose","be","pir",NA
2021-08-25,"InstitutWahlkreisprognose","be","afd",11
2021-08-25,"InstitutWahlkreisprognose","be","fw",NA
2021-09-10,"Civey ","be","cdu",16.3
2021-09-10,"Civey ","be","spd",24
2021-09-10,"Civey ","be","fdp",8
2021-09-10,"Civey ","be","gru",16
2021-09-10,"Civey ","be","lin",15
2021-09-10,"Civey ","be","pir",NA
2021-09-10,"Civey ","be","afd",10.3
2021-09-10,"Civey ","be","fw",3.9
2021-09-14,"InstitutWahlkreisprognose","be","cdu",15.2
2021-09-14,"InstitutWahlkreisprognose","be","spd",25
2021-09-14,"InstitutWahlkreisprognose","be","fdp",7.8
2021-09-14,"InstitutWahlkreisprognose","be","gru",14.7
2021-09-14,"InstitutWahlkreisprognose","be","lin",15.2
2021-09-14,"InstitutWahlkreisprognose","be","pir",NA
2021-09-14,"InstitutWahlkreisprognose","be","afd",9.8
2021-09-14,"InstitutWahlkreisprognose","be","fw",NA
2021-09-24,"InstitutWahlkreisprognose","be","cdu",15.5
2021-09-24,"InstitutWahlkreisprognose","be","spd",25
2021-09-24,"InstitutWahlkreisprognose","be","fdp",7.5
2021-09-24,"InstitutWahlkreisprognose","be","gru",15
2021-09-24,"InstitutWahlkreisprognose","be","lin",14.5
2021-09-24,"InstitutWahlkreisprognose","be","pir",NA
2021-09-24,"InstitutWahlkreisprognose","be","afd",10
2021-09-24,"InstitutWahlkreisprognose","be","fw",NA
2021-09-24,"Civey ","be","cdu",16
2021-09-24,"Civey ","be","spd",24
2021-09-24,"Civey ","be","fdp",9
2021-09-24,"Civey ","be","gru",18
2021-09-24,"Civey ","be","lin",12
2021-09-24,"Civey ","be","pir",NA
2021-09-24,"Civey ","be","afd",8
2021-09-24,"Civey ","be","fw",NA
2022-05-25,"InstitutWahlkreisprognose","be","cdu",21
2022-05-25,"InstitutWahlkreisprognose","be","spd",17
2022-05-25,"InstitutWahlkreisprognose","be","fdp",5.5
2022-05-25,"InstitutWahlkreisprognose","be","gru",29.5
2022-05-25,"InstitutWahlkreisprognose","be","lin",10.5
2022-05-25,"InstitutWahlkreisprognose","be","pir",NA
2022-05-25,"InstitutWahlkreisprognose","be","afd",6.5
2022-05-25,"InstitutWahlkreisprognose","be","fw",NA
2022-08-13,"InstitutWahlkreisprognose","be","cdu",19
2022-08-13,"InstitutWahlkreisprognose","be","spd",20.5
2022-08-13,"InstitutWahlkreisprognose","be","fdp",5
2022-08-13,"InstitutWahlkreisprognose","be","gru",26.5
2022-08-13,"InstitutWahlkreisprognose","be","lin",10.5
2022-08-13,"InstitutWahlkreisprognose","be","pir",NA
2022-08-13,"InstitutWahlkreisprognose","be","afd",9
2022-08-13,"InstitutWahlkreisprognose","be","fw",NA
2022-10-13,"InstitutWahlkreisprognose","be","cdu",21
2022-10-13,"InstitutWahlkreisprognose","be","spd",18
2022-10-13,"InstitutWahlkreisprognose","be","fdp",5
2022-10-13,"InstitutWahlkreisprognose","be","gru",19
2022-10-13,"InstitutWahlkreisprognose","be","lin",14
2022-10-13,"InstitutWahlkreisprognose","be","pir",NA
2022-10-13,"InstitutWahlkreisprognose","be","afd",13
2022-10-13,"InstitutWahlkreisprognose","be","fw",NA
2022-10-29,"InstitutWahlkreisprognose","be","cdu",19
2022-10-29,"InstitutWahlkreisprognose","be","spd",19
2022-10-29,"InstitutWahlkreisprognose","be","fdp",5
2022-10-29,"InstitutWahlkreisprognose","be","gru",19.5
2022-10-29,"InstitutWahlkreisprognose","be","lin",14.5
2022-10-29,"InstitutWahlkreisprognose","be","pir",NA
2022-10-29,"InstitutWahlkreisprognose","be","afd",12
2022-10-29,"InstitutWahlkreisprognose","be","fw",NA
2022-11-17,"InstitutWahlkreisprognose","be","cdu",19.7
2022-11-17,"InstitutWahlkreisprognose","be","spd",19.2
2022-11-17,"InstitutWahlkreisprognose","be","fdp",6.7
2022-11-17,"InstitutWahlkreisprognose","be","gru",19.2
2022-11-17,"InstitutWahlkreisprognose","be","lin",13.3
2022-11-17,"InstitutWahlkreisprognose","be","pir",NA
2022-11-17,"InstitutWahlkreisprognose","be","afd",11.1
2022-11-17,"InstitutWahlkreisprognose","be","fw",NA
2022-12-10,"Civey ","be","cdu",23.9
2022-12-10,"Civey ","be","spd",18.3
2022-12-10,"Civey ","be","fdp",5
2022-12-10,"Civey ","be","gru",21.3
2022-12-10,"Civey ","be","lin",12.4
2022-12-10,"Civey ","be","pir",NA
2022-12-10,"Civey ","be","afd",8.6
2022-12-10,"Civey ","be","fw",NA
2022-12-14,"InstitutWahlkreisprognose","be","cdu",22.3
2022-12-14,"InstitutWahlkreisprognose","be","spd",19.1
2022-12-14,"InstitutWahlkreisprognose","be","fdp",5
2022-12-14,"InstitutWahlkreisprognose","be","gru",20.7
2022-12-14,"InstitutWahlkreisprognose","be","lin",12.7
2022-12-14,"InstitutWahlkreisprognose","be","pir",NA
2022-12-14,"InstitutWahlkreisprognose","be","afd",9.6
2022-12-14,"InstitutWahlkreisprognose","be","fw",NA
2023-01-09,"InstitutWahlkreisprognose","be","cdu",22.5
2023-01-09,"InstitutWahlkreisprognose","be","spd",19.5
2023-01-09,"InstitutWahlkreisprognose","be","fdp",11
2023-01-09,"InstitutWahlkreisprognose","be","gru",20
2023-01-09,"InstitutWahlkreisprognose","be","lin",4
2023-01-09,"InstitutWahlkreisprognose","be","pir",NA
2023-01-09,"InstitutWahlkreisprognose","be","afd",12.5
2023-01-09,"InstitutWahlkreisprognose","be","fw",NA
2023-01-12,"Civey ","be","cdu",22.2
2023-01-12,"Civey ","be","spd",18.7
2023-01-12,"Civey ","be","fdp",5.6
2023-01-12,"Civey ","be","gru",18.9
2023-01-12,"Civey ","be","lin",12.2
2023-01-12,"Civey ","be","pir",NA
2023-01-12,"Civey ","be","afd",11.5
2023-01-12,"Civey ","be","fw",NA
2023-01-26,"Civey ","be","cdu",22.9
2023-01-26,"Civey ","be","spd",18.8
2023-01-26,"Civey ","be","fdp",6.1
2023-01-26,"Civey ","be","gru",19.8
2023-01-26,"Civey ","be","lin",11.8
2023-01-26,"Civey ","be","pir",NA
2023-01-26,"Civey ","be","afd",11
2023-01-26,"Civey ","be","fw",NA
2023-02-02,"InstitutWahlkreisprognose","be","cdu",22
2023-02-02,"InstitutWahlkreisprognose","be","spd",19
2023-02-02,"InstitutWahlkreisprognose","be","fdp",5.5
2023-02-02,"InstitutWahlkreisprognose","be","gru",19
2023-02-02,"InstitutWahlkreisprognose","be","lin",12.5
2023-02-02,"InstitutWahlkreisprognose","be","pir",NA
2023-02-02,"InstitutWahlkreisprognose","be","afd",11.5
2023-02-02,"InstitutWahlkreisprognose","be","fw",NA
2023-02-09,"Civey ","be","cdu",24
2023-02-09,"Civey ","be","spd",22
2023-02-09,"Civey ","be","fdp",7
2023-02-09,"Civey ","be","gru",17
2023-02-09,"Civey ","be","lin",11
2023-02-09,"Civey ","be","pir",NA
2023-02-09,"Civey ","be","afd",9
2023-02-09,"Civey ","be","fw",NA
2023-02-11,"InstitutWahlkreisprognose","be","cdu",25
2023-02-11,"InstitutWahlkreisprognose","be","spd",19.7
2023-02-11,"InstitutWahlkreisprognose","be","fdp",5.9
2023-02-11,"InstitutWahlkreisprognose","be","gru",17.7
2023-02-11,"InstitutWahlkreisprognose","be","lin",11.8
2023-02-11,"InstitutWahlkreisprognose","be","pir",NA
2023-02-11,"InstitutWahlkreisprognose","be","afd",9.6
2023-02-11,"InstitutWahlkreisprognose","be","fw",NA
2023-08-03,"InstitutWahlkreisprognose","be","cdu",24.5
2023-08-03,"InstitutWahlkreisprognose","be","spd",16
2023-08-03,"InstitutWahlkreisprognose","be","fdp",4
2023-08-03,"InstitutWahlkreisprognose","be","gru",16.5
2023-08-03,"InstitutWahlkreisprognose","be","lin",13.5
2023-08-03,"InstitutWahlkreisprognose","be","pir",NA
2023-08-03,"InstitutWahlkreisprognose","be","afd",16
2023-08-03,"InstitutWahlkreisprognose","be","fw",NA
2023-10-18,"InfratestDimap","be","cdu",28.3
2023-10-18,"InfratestDimap","be","spd",15.5
2023-10-18,"InfratestDimap","be","fdp",4.3
2023-10-18,"InfratestDimap","be","gru",18.8
2023-10-18,"InfratestDimap","be","lin",10
2023-10-18,"InfratestDimap","be","pir",NA
2023-10-18,"InfratestDimap","be","afd",14.8
2023-10-18,"InfratestDimap","be","fw",NA
2018-02-21,"Civey","bb","cdu",22.1
2018-02-21,"Civey","bb","spd",21.8
2018-02-21,"Civey","bb","fdp",4.4
2018-02-21,"Civey","bb","gru",7
2018-02-21,"Civey","bb","lin",20
2018-02-21,"Civey","bb","afd",18.8
2018-02-21,"Civey","bb","fw",NA
2018-02-21,"Civey","bb","bsw",NA
2019-04-16,"Civey","bb","cdu",19.9
2019-04-16,"Civey","bb","spd",22.6
2019-04-16,"Civey","bb","fdp",4.6
2019-04-16,"Civey","bb","gru",10.3
2019-04-16,"Civey","bb","lin",16.5
2019-04-16,"Civey","bb","afd",20.1
2019-04-16,"Civey","bb","fw",NA
2019-04-16,"Civey","bb","bsw",NA
2019-06-13,"Civey","bb","cdu",17.3
2019-06-13,"Civey","bb","spd",19.7
2019-06-13,"Civey","bb","fdp",4.7
2019-06-13,"Civey","bb","gru",13.7
2019-06-13,"Civey","bb","lin",17.3
2019-06-13,"Civey","bb","afd",20.2
2019-06-13,"Civey","bb","fw",3.5
2019-06-13,"Civey","bb","bsw",NA
2019-07-17,"Civey","bb","cdu",16.9
2019-07-17,"Civey","bb","spd",17.9
2019-07-17,"Civey","bb","fdp",5.5
2019-07-17,"Civey","bb","gru",15.2
2019-07-17,"Civey","bb","lin",16.5
2019-07-17,"Civey","bb","afd",20.5
2019-07-17,"Civey","bb","fw",3.8
2019-07-17,"Civey","bb","bsw",NA
2019-08-14,"Civey","bb","cdu",17.4
2019-08-14,"Civey","bb","spd",17.8
2019-08-14,"Civey","bb","fdp",5.3
2019-08-14,"Civey","bb","gru",16.7
2019-08-14,"Civey","bb","lin",14.5
2019-08-14,"Civey","bb","afd",21
2019-08-14,"Civey","bb","fw",3.3
2019-08-14,"Civey","bb","bsw",NA
2019-08-28,"Civey","bb","cdu",17.7
2019-08-28,"Civey","bb","spd",21
2019-08-28,"Civey","bb","fdp",5
2019-08-28,"Civey","bb","gru",13.8
2019-08-28,"Civey","bb","lin",14.9
2019-08-28,"Civey","bb","afd",20.8
2019-08-28,"Civey","bb","fw",4.3
2019-08-28,"Civey","bb","bsw",NA
2020-10-10,"InstitutWahlkreisprognose","bb","cdu",17
2020-10-10,"InstitutWahlkreisprognose","bb","spd",22
2020-10-10,"InstitutWahlkreisprognose","bb","fdp",3
2020-10-10,"InstitutWahlkreisprognose","bb","gru",14.7
2020-10-10,"InstitutWahlkreisprognose","bb","lin",12.7
2020-10-10,"InstitutWahlkreisprognose","bb","afd",19.5
2020-10-10,"InstitutWahlkreisprognose","bb","fw",6.3
2020-10-10,"InstitutWahlkreisprognose","bb","bsw",NA
2021-10-16,"InstitutWahlkreisprognose","bb","cdu",9
2021-10-16,"InstitutWahlkreisprognose","bb","spd",32
2021-10-16,"InstitutWahlkreisprognose","bb","fdp",7
2021-10-16,"InstitutWahlkreisprognose","bb","gru",9.5
2021-10-16,"InstitutWahlkreisprognose","bb","lin",7
2021-10-16,"InstitutWahlkreisprognose","bb","afd",19.5
2021-10-16,"InstitutWahlkreisprognose","bb","fw",9.5
2021-10-16,"InstitutWahlkreisprognose","bb","bsw",NA
2022-03-29,"InstitutWahlkreisprognose","bb","cdu",15
2022-03-29,"InstitutWahlkreisprognose","bb","spd",29
2022-03-29,"InstitutWahlkreisprognose","bb","fdp",5
2022-03-29,"InstitutWahlkreisprognose","bb","gru",11
2022-03-29,"InstitutWahlkreisprognose","bb","lin",6
2022-03-29,"InstitutWahlkreisprognose","bb","afd",20
2022-03-29,"InstitutWahlkreisprognose","bb","fw",8
2022-03-29,"InstitutWahlkreisprognose","bb","bsw",NA
2022-05-17,"InstitutWahlkreisprognose","bb","cdu",16
2022-05-17,"InstitutWahlkreisprognose","bb","spd",30
2022-05-17,"InstitutWahlkreisprognose","bb","fdp",4.5
2022-05-17,"InstitutWahlkreisprognose","bb","gru",13
2022-05-17,"InstitutWahlkreisprognose","bb","lin",6
2022-05-17,"InstitutWahlkreisprognose","bb","afd",19
2022-05-17,"InstitutWahlkreisprognose","bb","fw",6
2022-05-17,"InstitutWahlkreisprognose","bb","bsw",NA
2022-09-12,"InstitutWahlkreisprognose","bb","cdu",12
2022-09-12,"InstitutWahlkreisprognose","bb","spd",26.5
2022-09-12,"InstitutWahlkreisprognose","bb","fdp",7
2022-09-12,"InstitutWahlkreisprognose","bb","gru",12
2022-09-12,"InstitutWahlkreisprognose","bb","lin",6
2022-09-12,"InstitutWahlkreisprognose","bb","afd",25
2022-09-12,"InstitutWahlkreisprognose","bb","fw",5
2022-09-12,"InstitutWahlkreisprognose","bb","bsw",NA
2022-11-25,"InstitutWahlkreisprognose","bb","cdu",13.5
2022-11-25,"InstitutWahlkreisprognose","bb","spd",26
2022-11-25,"InstitutWahlkreisprognose","bb","fdp",3.5
2022-11-25,"InstitutWahlkreisprognose","bb","gru",10
2022-11-25,"InstitutWahlkreisprognose","bb","lin",8
2022-11-25,"InstitutWahlkreisprognose","bb","afd",26
2022-11-25,"InstitutWahlkreisprognose","bb","fw",7
2022-11-25,"InstitutWahlkreisprognose","bb","bsw",NA
2023-03-13,"InstitutWahlkreisprognose","bb","cdu",17
2023-03-13,"InstitutWahlkreisprognose","bb","spd",23.5
2023-03-13,"InstitutWahlkreisprognose","bb","fdp",3
2023-03-13,"InstitutWahlkreisprognose","bb","gru",9
2023-03-13,"InstitutWahlkreisprognose","bb","lin",8
2023-03-13,"InstitutWahlkreisprognose","bb","afd",26
2023-03-13,"InstitutWahlkreisprognose","bb","fw",6.5
2023-03-13,"InstitutWahlkreisprognose","bb","bsw",NA
2023-08-14,"InstitutWahlkreisprognose","bb","cdu",15
2023-08-14,"InstitutWahlkreisprognose","bb","spd",25
2023-08-14,"InstitutWahlkreisprognose","bb","fdp",2
2023-08-14,"InstitutWahlkreisprognose","bb","gru",7
2023-08-14,"InstitutWahlkreisprognose","bb","lin",8
2023-08-14,"InstitutWahlkreisprognose","bb","afd",30
2023-08-14,"InstitutWahlkreisprognose","bb","fw",7
2023-08-14,"InstitutWahlkreisprognose","bb","bsw",NA
2024-01-11,"InstitutWahlkreisprognose","bb","cdu",16
2024-01-11,"InstitutWahlkreisprognose","bb","spd",22
2024-01-11,"InstitutWahlkreisprognose","bb","fdp",3
2024-01-11,"InstitutWahlkreisprognose","bb","gru",7
2024-01-11,"InstitutWahlkreisprognose","bb","lin",6
2024-01-11,"InstitutWahlkreisprognose","bb","afd",32
2024-01-11,"InstitutWahlkreisprognose","bb","fw",5
2024-01-11,"InstitutWahlkreisprognose","bb","bsw",4
2022-03-06,"InstitutWahlkreisprognose","hb","cdu",18
2022-03-06,"InstitutWahlkreisprognose","hb","spd",31
2022-03-06,"InstitutWahlkreisprognose","hb","fdp",8
2022-03-06,"InstitutWahlkreisprognose","hb","gru",20
2022-03-06,"InstitutWahlkreisprognose","hb","lin",10
2022-03-06,"InstitutWahlkreisprognose","hb","afd",6
2022-05-27,"InstitutWahlkreisprognose","hb","cdu",20.8
2022-05-27,"InstitutWahlkreisprognose","hb","spd",32.8
2022-05-27,"InstitutWahlkreisprognose","hb","fdp",5.4
2022-05-27,"InstitutWahlkreisprognose","hb","gru",20.4
2022-05-27,"InstitutWahlkreisprognose","hb","lin",9.2
2022-05-27,"InstitutWahlkreisprognose","hb","afd",5.7
2022-06-22,"InstitutWahlkreisprognose","hb","cdu",23.5
2022-06-22,"InstitutWahlkreisprognose","hb","spd",32
2022-06-22,"InstitutWahlkreisprognose","hb","fdp",5
2022-06-22,"InstitutWahlkreisprognose","hb","gru",19
2022-06-22,"InstitutWahlkreisprognose","hb","lin",9
2022-06-22,"InstitutWahlkreisprognose","hb","afd",5.5
2022-07-29,"InstitutWahlkreisprognose","hb","cdu",24.5
2022-07-29,"InstitutWahlkreisprognose","hb","spd",30
2022-07-29,"InstitutWahlkreisprognose","hb","fdp",5
2022-07-29,"InstitutWahlkreisprognose","hb","gru",21
2022-07-29,"InstitutWahlkreisprognose","hb","lin",8.5
2022-07-29,"InstitutWahlkreisprognose","hb","afd",5
2022-08-29,"InstitutWahlkreisprognose","hb","cdu",24.5
2022-08-29,"InstitutWahlkreisprognose","hb","spd",30.5
2022-08-29,"InstitutWahlkreisprognose","hb","fdp",5
2022-08-29,"InstitutWahlkreisprognose","hb","gru",18.5
2022-08-29,"InstitutWahlkreisprognose","hb","lin",8.5
2022-08-29,"InstitutWahlkreisprognose","hb","afd",7.5
2022-09-27,"InstitutWahlkreisprognose","hb","cdu",23
2022-09-27,"InstitutWahlkreisprognose","hb","spd",28
2022-09-27,"InstitutWahlkreisprognose","hb","fdp",5.5
2022-09-27,"InstitutWahlkreisprognose","hb","gru",18
2022-09-27,"InstitutWahlkreisprognose","hb","lin",9
2022-09-27,"InstitutWahlkreisprognose","hb","afd",9.5
2022-10-22,"InstitutWahlkreisprognose","hb","cdu",21
2022-10-22,"InstitutWahlkreisprognose","hb","spd",26
2022-10-22,"InstitutWahlkreisprognose","hb","fdp",5
2022-10-22,"InstitutWahlkreisprognose","hb","gru",21
2022-10-22,"InstitutWahlkreisprognose","hb","lin",6.5
2022-10-22,"InstitutWahlkreisprognose","hb","afd",11
2022-12-01,"InstitutWahlkreisprognose","hb","cdu",22
2022-12-01,"InstitutWahlkreisprognose","hb","spd",28
2022-12-01,"InstitutWahlkreisprognose","hb","fdp",4.5
2022-12-01,"InstitutWahlkreisprognose","hb","gru",19.5
2022-12-01,"InstitutWahlkreisprognose","hb","lin",9.5
2022-12-01,"InstitutWahlkreisprognose","hb","afd",10
2022-12-23,"InstitutWahlkreisprognose","hb","cdu",20
2022-12-23,"InstitutWahlkreisprognose","hb","spd",29
2022-12-23,"InstitutWahlkreisprognose","hb","fdp",4.5
2022-12-23,"InstitutWahlkreisprognose","hb","gru",20
2022-12-23,"InstitutWahlkreisprognose","hb","lin",10
2022-12-23,"InstitutWahlkreisprognose","hb","afd",9.5
2023-02-19,"InstitutWahlkreisprognose","hb","cdu",21.5
2023-02-19,"InstitutWahlkreisprognose","hb","spd",27.5
2023-02-19,"InstitutWahlkreisprognose","hb","fdp",4.5
2023-02-19,"InstitutWahlkreisprognose","hb","gru",19.5
2023-02-19,"InstitutWahlkreisprognose","hb","lin",9
2023-02-19,"InstitutWahlkreisprognose","hb","afd",10
2023-05-03,"InstitutWahlkreisprognose","hb","cdu",27.9
2023-05-03,"InstitutWahlkreisprognose","hb","spd",31.1
2023-05-03,"InstitutWahlkreisprognose","hb","fdp",6.4
2023-05-03,"InstitutWahlkreisprognose","hb","gru",15.6
2023-05-03,"InstitutWahlkreisprognose","hb","lin",7.1
2023-05-03,"InstitutWahlkreisprognose","hb","afd",NA
2023-05-13,"InstitutWahlkreisprognose","hb","cdu",26.5
2023-05-13,"InstitutWahlkreisprognose","hb","spd",29.4
2023-05-13,"InstitutWahlkreisprognose","hb","fdp",5.9
2023-05-13,"InstitutWahlkreisprognose","hb","gru",12.8
2023-05-13,"InstitutWahlkreisprognose","hb","lin",10.3
2023-05-13,"InstitutWahlkreisprognose","hb","afd",NA
2019-12-20,"Civey","hh","cdu",15.2
2019-12-20,"Civey","hh","spd",29.3
2019-12-20,"Civey","hh","fdp",6.8
2019-12-20,"Civey","hh","gru",25
2019-12-20,"Civey","hh","lin",12.4
2019-12-20,"Civey","hh","afd",7.3
2020-01-21,"Civey","hh","cdu",15.2
2020-01-21,"Civey","hh","spd",30
2020-01-21,"Civey","hh","fdp",7.2
2020-01-21,"Civey","hh","gru",25.8
2020-01-21,"Civey","hh","lin",9.6
2020-01-21,"Civey","hh","afd",7.1
2020-02-19,"Civey","hh","cdu",13.8
2020-02-19,"Civey","hh","spd",35.4
2020-02-19,"Civey","hh","fdp",5.2
2020-02-19,"Civey","hh","gru",24.5
2020-02-19,"Civey","hh","lin",8.6
2020-02-19,"Civey","hh","afd",7.9
2022-01-30,"InstitutWahlkreisprognose","hh","cdu",10
2022-01-30,"InstitutWahlkreisprognose","hh","spd",40
2022-01-30,"InstitutWahlkreisprognose","hh","fdp",7
2022-01-30,"InstitutWahlkreisprognose","hh","gru",26.5
2022-01-30,"InstitutWahlkreisprognose","hh","lin",6
2022-01-30,"InstitutWahlkreisprognose","hh","afd",5
2022-09-16,"InstitutWahlkreisprognose","hh","cdu",15
2022-09-16,"InstitutWahlkreisprognose","hh","spd",32
2022-09-16,"InstitutWahlkreisprognose","hh","fdp",6
2022-09-16,"InstitutWahlkreisprognose","hh","gru",27
2022-09-16,"InstitutWahlkreisprognose","hh","lin",8
2022-09-16,"InstitutWahlkreisprognose","hh","afd",7
2022-10-26,"Civey","hh","cdu",20
2022-10-26,"Civey","hh","spd",29
2022-10-26,"Civey","hh","fdp",4
2022-10-26,"Civey","hh","gru",30
